salary_id,employee_id,effective_date,base_salary,bonus_pct,currency,change_reason
1680,800,2021-01-26,334900.0,9.5,USD,Hire
1681,800,2025-06-25,367500.0,22.9,USD,Promotion
1682,800,2021-10-25,367500.0,14.9,USD,Merit Increase
1683,801,2023-09-12,103700.0,6.6,USD,Hire
1684,802,2018-12-30,55400.0,22.4,USD,Hire
1685,802,2020-08-12,58600.0,27.5,USD,Merit Increase
1686,802,2021-09-09,60600.0,16.6,USD,Merit Increase
1687,802,2023-07-25,62700.0,10.1,USD,Merit Increase
1688,803,2024-01-12,135600.0,13.0,USD,Hire
1689,804,2025-04-23,119900.0,19.5,USD,Hire
1690,804,2025-12-17,124000.0,8.5,USD,Merit Increase
1691,804,2026-04-03,131100.0,10.5,USD,Merit Increase
1692,804,2025-11-19,136600.0,22.9,USD,Merit Increase
1693,805,2026-04-11,294600.0,14.7,USD,Hire
1694,806,2018-11-18,159900.0,8.8,USD,Hire
1695,807,2019-03-21,165200.0,11.0,USD,Hire
1696,807,2022-05-15,168800.0,6.4,USD,Merit Increase
1697,807,2022-05-07,174300.0,21.4,USD,Merit Increase
1698,808,2022-08-08,178400.0,14.5,USD,Hire
1699,808,2023-05-17,182300.0,7.7,USD,Merit Increase
1700,809,2022-11-22,241100.0,25.0,USD,Hire
1701,809,2024-02-25,260700.0,22.6,USD,Promotion
1702,809,2024-04-28,301600.0,13.1,USD,Promotion
1703,809,2024-06-17,355000.0,25.1,USD,Promotion
1704,810,2021-12-19,134300.0,14.5,USD,Hire
1705,810,2024-08-30,148000.0,29.2,USD,Promotion
1706,810,2024-01-04,152600.0,6.5,USD,Merit Increase
1707,810,2023-08-17,156700.0,13.3,USD,Merit Increase
1708,811,2023-05-03,47900.0,20.9,USD,Hire
1709,812,2022-09-08,227000.0,9.0,USD,Hire
1710,813,2018-07-25,131200.0,7.0,USD,Hire
1711,813,2022-11-23,136100.0,30.0,USD,Adjustment
1712,813,2023-10-04,144200.0,6.7,USD,Merit Increase
1713,814,2019-04-13,302700.0,13.2,USD,Hire
1714,815,2020-11-19,54800.0,20.4,USD,Hire
1715,815,2021-09-02,58200.0,24.3,USD,Merit Increase
1716,816,2019-09-01,109100.0,14.7,USD,Hire
1717,816,2020-10-18,115500.0,13.0,USD,Promotion
1718,816,2023-10-03,115500.0,22.6,USD,Promotion
1719,817,2018-08-09,163400.0,23.9,USD,Hire
1720,817,2023-09-16,189000.0,11.1,USD,Promotion
1721,817,2024-01-18,189000.0,29.4,USD,Merit Increase
1722,817,2023-07-24,189000.0,12.7,USD,Merit Increase
1723,818,2018-11-30,298700.0,9.1,USD,Hire
1724,819,2022-08-24,47900.0,12.0,USD,Hire
1725,819,2025-07-13,54800.0,15.3,USD,Promotion
1726,820,2020-12-18,148100.0,24.0,USD,Hire
1727,820,2024-07-06,157500.0,28.9,USD,Merit Increase
1728,821,2023-02-09,153000.0,20.3,USD,Hire
1729,822,2020-07-20,179900.0,22.7,USD,Hire
1730,823,2024-03-27,117400.0,12.4,USD,Hire
1731,824,2022-05-27,178600.0,9.0,USD,Hire
1732,825,2017-08-13,103000.0,6.1,USD,Hire
1733,825,2024-01-17,109300.0,29.1,USD,Adjustment
1734,825,2020-02-03,114100.0,27.2,USD,Merit Increase
1735,826,2020-12-26,178700.0,9.8,USD,Hire
1736,826,2021-07-13,187200.0,16.5,USD,Merit Increase
1737,826,2022-07-04,189000.0,16.1,USD,Promotion
1738,827,2021-05-21,185200.0,16.3,USD,Hire
1739,828,2019-08-25,183100.0,16.3,USD,Hire
1740,828,2026-03-21,195200.0,22.0,USD,Merit Increase
1741,828,2023-06-24,199500.0,22.0,USD,Promotion
1742,829,2025-05-15,148800.0,18.2,USD,Hire
1743,829,2025-11-25,158100.0,25.2,USD,Merit Increase
1744,830,2019-11-17,237300.0,12.7,USD,Hire
1745,830,2025-02-09,246300.0,29.5,USD,Merit Increase
1746,831,2018-08-28,114100.0,20.0,USD,Hire
1747,831,2025-12-20,129600.0,29.4,USD,Promotion
1748,831,2021-05-08,152500.0,15.5,USD,Promotion
1749,831,2022-08-15,156000.0,24.1,USD,Merit Increase
1750,832,2018-10-08,207200.0,15.9,USD,Hire
1751,832,2020-11-23,217400.0,21.6,USD,Merit Increase
1752,833,2020-11-22,188700.0,10.8,USD,Hire
1753,833,2022-03-12,198700.0,9.7,USD,Merit Increase
1754,834,2021-11-01,163400.0,19.8,USD,Hire
1755,835,2021-12-04,237500.0,23.6,USD,Hire
1756,835,2022-12-18,242300.0,18.3,USD,Merit Increase
1757,836,2023-07-22,307700.0,24.4,USD,Hire
1758,836,2025-01-22,328400.0,20.7,USD,Merit Increase
1759,836,2024-02-07,344700.0,20.7,USD,Adjustment
1760,837,2017-11-18,189600.0,11.2,USD,Hire
1761,837,2024-09-13,199500.0,28.3,USD,Merit Increase
1762,837,2025-12-22,199500.0,7.9,USD,Merit Increase
1763,838,2019-05-19,155700.0,21.3,USD,Hire
1764,838,2021-10-28,168000.0,20.2,USD,Promotion
1765,839,2026-06-23,58400.0,23.8,USD,Hire
1766,840,2024-08-28,160100.0,14.4,USD,Hire
1767,841,2025-05-08,197200.0,11.6,USD,Hire
1768,842,2025-12-15,63200.0,11.0,USD,Hire
1769,843,2022-02-01,171600.0,9.2,USD,Hire
1770,843,2023-01-05,178100.0,15.3,USD,Adjustment
1771,844,2026-05-01,51100.0,5.4,USD,Hire
1772,845,2020-03-29,153700.0,10.0,USD,Hire
1773,846,2021-05-06,312200.0,10.8,USD,Hire
1774,847,2019-05-07,58000.0,17.7,USD,Hire
1775,848,2020-04-25,63100.0,20.1,USD,Hire
1776,848,2022-05-13,66300.0,29.7,USD,Merit Increase
1777,848,2023-08-05,73500.0,5.0,USD,Promotion
1778,849,2020-11-03,50700.0,13.6,USD,Hire
1779,849,2021-07-16,52400.0,25.5,USD,Merit Increase
1780,850,2018-10-08,131000.0,13.9,USD,Hire
1781,850,2021-01-02,148700.0,17.3,USD,Promotion
1782,850,2025-05-07,156600.0,24.3,USD,Merit Increase
1783,850,2024-01-25,165800.0,14.1,USD,Merit Increase
1784,851,2024-01-03,151900.0,13.8,USD,Hire
1785,852,2017-12-11,158600.0,11.5,USD,Hire
1786,852,2020-08-01,167200.0,18.9,USD,Merit Increase
1787,852,2019-08-27,168000.0,5.4,USD,Merit Increase
1788,852,2020-07-16,168000.0,25.7,USD,Merit Increase
1789,853,2017-12-10,214900.0,24.2,USD,Hire
1790,853,2022-04-04,221700.0,22.1,USD,Merit Increase
1791,854,2025-12-06,150000.0,21.0,USD,Hire
1792,855,2022-06-12,179600.0,12.9,USD,Hire
1793,855,2024-07-20,187200.0,28.6,USD,Merit Increase
1794,855,2024-01-28,189000.0,14.6,USD,Adjustment
1795,855,2024-03-29,189000.0,28.2,USD,Promotion
1796,856,2023-04-01,161100.0,22.5,USD,Hire
1797,857,2016-08-05,231800.0,15.3,USD,Hire
1798,858,2019-01-23,166900.0,7.0,USD,Hire
1799,858,2020-11-08,171500.0,11.8,USD,Adjustment
1800,858,2021-04-18,182800.0,27.2,USD,Merit Increase
1801,859,2019-04-24,67000.0,23.3,USD,Hire
1802,859,2021-11-26,71600.0,26.5,USD,Merit Increase
1803,859,2024-10-14,73400.0,14.4,USD,Adjustment
1804,860,2020-05-19,148300.0,17.6,USD,Hire
1805,860,2025-04-05,164700.0,29.1,USD,Promotion
1806,860,2021-04-30,168000.0,24.7,USD,Promotion
1807,861,2023-09-14,186900.0,15.1,USD,Hire
1808,861,2025-06-24,193700.0,29.2,USD,Merit Increase
1809,861,2025-03-05,199500.0,9.8,USD,Merit Increase
1810,862,2022-02-10,131500.0,21.9,USD,Hire
1811,863,2023-05-30,181500.0,5.7,USD,Hire
1812,863,2026-02-24,189400.0,20.5,USD,Merit Increase
1813,864,2026-02-12,130700.0,12.3,USD,Hire
1814,865,2022-11-26,46100.0,23.4,USD,Hire
1815,865,2025-03-20,53000.0,24.1,USD,Promotion
1816,865,2025-10-09,56600.0,13.3,USD,Merit Increase
1817,866,2019-05-16,176800.0,12.7,USD,Hire
1818,866,2022-12-06,182300.0,22.5,USD,Merit Increase
1819,867,2018-05-07,174500.0,25.0,USD,Hire
1820,867,2020-10-08,189000.0,18.8,USD,Promotion
1821,867,2025-03-18,189000.0,15.2,USD,Merit Increase
1822,868,2017-03-08,296400.0,14.5,USD,Hire
1823,869,2021-02-20,155500.0,23.5,USD,Hire
1824,870,2017-03-27,60200.0,19.7,USD,Hire
1825,870,2017-09-23,70600.0,8.6,USD,Promotion
1826,870,2017-09-24,73500.0,25.9,USD,Promotion
1827,870,2017-09-24,73500.0,17.2,USD,Merit Increase
1828,871,2017-07-30,240200.0,17.8,USD,Hire
1829,872,2021-06-07,146900.0,15.6,USD,Hire
1830,872,2022-08-24,168500.0,28.1,USD,Promotion
1831,873,2019-08-04,97100.0,8.1,USD,Hire
1832,873,2023-11-19,103100.0,20.5,USD,Merit Increase
1833,873,2020-02-24,115500.0,8.2,USD,Promotion
1834,874,2019-11-25,161300.0,14.0,USD,Hire
1835,875,2018-03-08,69800.0,22.3,USD,Hire
1836,875,2023-05-09,73500.0,15.5,USD,Promotion
1837,876,2025-07-23,154500.0,5.5,USD,Hire
1838,876,2026-05-09,162100.0,26.0,USD,Merit Increase
1839,876,2026-02-10,165600.0,11.3,USD,Merit Increase
1840,877,2021-11-18,241200.0,14.0,USD,Hire
1841,877,2024-11-25,265000.0,29.4,USD,Promotion
1842,877,2023-04-28,279100.0,18.2,USD,Merit Increase
1843,877,2025-11-05,290900.0,10.0,USD,Merit Increase
1844,878,2025-08-18,178200.0,19.9,USD,Hire
1845,879,2024-07-23,310300.0,18.6,USD,Hire
1846,880,2024-07-12,56000.0,12.8,USD,Hire
1847,880,2026-02-17,57900.0,5.8,USD,Merit Increase
1848,880,2025-06-21,61300.0,15.6,USD,Merit Increase
1849,881,2020-10-31,312100.0,22.0,USD,Hire
1850,881,2022-02-09,338600.0,13.8,USD,Promotion
1851,881,2024-05-21,357400.0,18.9,USD,Merit Increase
1852,882,2022-02-06,135300.0,6.0,USD,Hire
1853,882,2024-01-02,143200.0,15.0,USD,Merit Increase
1854,882,2022-10-30,158900.0,17.8,USD,Promotion
1855,883,2017-06-07,235500.0,11.6,USD,Hire
1856,883,2024-02-19,257200.0,11.9,USD,Promotion
1857,883,2022-11-09,262500.0,29.7,USD,Merit Increase
1858,883,2021-12-12,262500.0,29.7,USD,Promotion
1859,884,2017-11-07,88400.0,20.8,USD,Hire
1860,885,2025-12-09,54600.0,18.8,USD,Hire
1861,886,2023-07-09,321600.0,9.0,USD,Hire
1862,886,2024-04-28,343900.0,16.0,USD,Adjustment
1863,887,2022-05-14,149000.0,8.4,USD,Hire
1864,888,2019-06-08,92000.0,7.6,USD,Hire
1865,889,2017-02-18,143300.0,13.2,USD,Hire
1866,890,2016-11-21,155100.0,6.8,USD,Hire
1867,890,2023-10-27,159600.0,13.6,USD,Merit Increase
1868,890,2019-04-12,164000.0,29.5,USD,Merit Increase
1869,891,2017-02-25,63900.0,15.0,USD,Hire
1870,892,2017-07-08,78000.0,9.5,USD,Hire
1871,892,2018-03-03,81900.0,9.0,USD,Adjustment
1872,893,2025-08-22,174200.0,20.0,USD,Hire
1873,894,2021-07-07,169200.0,20.3,USD,Hire
1874,894,2023-04-27,176100.0,28.6,USD,Merit Increase
1875,894,2025-01-19,181600.0,14.4,USD,Merit Increase
1876,895,2024-12-08,164100.0,10.7,USD,Hire
1877,895,2025-09-09,171700.0,23.4,USD,Adjustment
1878,896,2024-01-20,230800.0,19.4,USD,Hire
1879,897,2020-09-28,323500.0,23.4,USD,Hire
1880,897,2022-05-25,342000.0,9.6,USD,Merit Increase
1881,897,2022-02-14,352500.0,20.9,USD,Merit Increase
1882,897,2024-02-05,367500.0,21.5,USD,Promotion
1883,898,2024-11-05,232900.0,14.7,USD,Hire
1884,898,2025-12-16,241500.0,27.7,USD,Merit Increase
1885,899,2018-11-13,133800.0,5.4,USD,Hire
1886,900,2024-03-21,145800.0,23.1,USD,Hire
1887,900,2024-09-24,150100.0,27.2,USD,Merit Increase
1888,900,2024-09-23,157200.0,11.8,USD,Merit Increase
1889,901,2022-02-12,149400.0,13.2,USD,Hire
1890,902,2019-03-03,173600.0,17.5,USD,Hire
1891,902,2021-03-22,177500.0,26.2,USD,Merit Increase
1892,902,2023-06-12,182800.0,20.1,USD,Merit Increase
1893,903,2022-02-11,157000.0,10.6,USD,Hire
1894,904,2025-04-25,155600.0,5.1,USD,Hire
1895,905,2022-01-04,113900.0,8.0,USD,Hire
1896,905,2024-01-13,117800.0,5.5,USD,Adjustment
1897,906,2022-01-11,339200.0,22.2,USD,Hire
1898,906,2023-08-18,349300.0,18.2,USD,Merit Increase
1899,907,2024-05-02,250700.0,21.7,USD,Hire
1900,907,2025-01-28,258800.0,11.4,USD,Merit Increase
1901,908,2021-09-14,147300.0,14.8,USD,Hire
1902,908,2026-03-01,154200.0,20.6,USD,Merit Increase
1903,909,2019-12-24,166500.0,17.8,USD,Hire
1904,909,2020-06-30,189000.0,25.6,USD,Promotion
1905,909,2020-08-04,189000.0,25.2,USD,Merit Increase
1906,910,2024-06-01,175100.0,21.4,USD,Hire
1907,910,2026-04-02,199500.0,22.4,USD,Promotion
1908,911,2020-07-18,186100.0,23.2,USD,Hire
1909,912,2026-06-18,207000.0,6.9,USD,Hire
1910,913,2019-06-03,140200.0,11.5,USD,Hire
1911,913,2020-06-06,148200.0,5.8,USD,Merit Increase
1912,913,2024-11-03,158300.0,27.2,USD,Merit Increase
1913,914,2023-03-27,74300.0,12.8,USD,Hire
1914,915,2021-06-28,269400.0,6.5,USD,Hire
1915,915,2023-12-01,285600.0,29.6,USD,Adjustment
1916,916,2017-02-27,121800.0,24.5,USD,Hire
1917,917,2024-08-17,232600.0,20.3,USD,Hire
1918,918,2023-03-29,104700.0,22.6,USD,Hire
1919,918,2023-11-05,111000.0,19.1,USD,Merit Increase
1920,918,2024-02-01,114300.0,27.3,USD,Merit Increase
1921,919,2021-04-25,215800.0,16.1,USD,Hire
1922,919,2026-05-08,220300.0,18.1,USD,Merit Increase
1923,920,2020-08-13,56300.0,10.3,USD,Hire
1924,920,2022-07-14,61500.0,10.0,USD,Promotion
1925,920,2022-07-08,65200.0,12.9,USD,Merit Increase
1926,921,2024-06-24,82000.0,24.0,USD,Hire
1927,921,2025-08-07,86100.0,9.9,USD,Merit Increase
1928,922,2016-12-07,228400.0,16.7,USD,Hire
1929,922,2022-12-25,240300.0,17.4,USD,Merit Increase
1930,922,2019-01-06,248900.0,18.4,USD,Merit Increase
1931,923,2018-10-15,274900.0,21.7,USD,Hire
1932,923,2024-03-23,282700.0,8.0,USD,Merit Increase
1933,924,2021-03-20,64700.0,17.0,USD,Hire
1934,925,2025-02-04,144400.0,24.9,USD,Hire
1935,926,2021-11-16,84600.0,18.6,USD,Hire
1936,926,2023-11-19,89200.0,8.8,USD,Adjustment
1937,926,2024-10-10,92300.0,10.6,USD,Merit Increase
1938,926,2023-07-08,97200.0,5.5,USD,Merit Increase
1939,927,2026-06-04,160800.0,23.7,USD,Hire
1940,928,2021-10-26,106800.0,13.0,USD,Hire
1941,928,2025-03-14,110400.0,17.6,USD,Merit Increase
1942,928,2022-07-04,115500.0,25.8,USD,Merit Increase
1943,929,2023-12-28,161300.0,8.3,USD,Hire
1944,930,2018-04-25,171000.0,7.0,USD,Hire
1945,931,2024-01-13,199800.0,10.9,USD,Hire
1946,931,2025-06-25,205900.0,9.7,USD,Merit Increase
1947,931,2026-01-29,214100.0,28.1,USD,Merit Increase
1948,931,2024-07-23,222300.0,26.9,USD,Merit Increase
1949,932,2023-11-07,160900.0,5.8,USD,Hire
1950,932,2024-05-15,170600.0,13.3,USD,Adjustment
1951,933,2025-07-01,335700.0,9.2,USD,Hire
1952,933,2026-05-15,364500.0,7.9,USD,Promotion
1953,933,2026-02-07,367500.0,13.5,USD,Merit Increase
1954,934,2024-08-28,174100.0,11.5,USD,Hire
1955,935,2024-10-13,151200.0,17.3,USD,Hire
1956,935,2026-01-07,155600.0,22.2,USD,Merit Increase
1957,936,2018-07-30,175600.0,6.0,USD,Hire
1958,936,2020-01-25,179900.0,23.4,USD,Merit Increase
1959,936,2020-11-04,187300.0,27.4,USD,Merit Increase
1960,937,2022-04-29,209800.0,24.7,USD,Hire
1961,938,2020-08-03,147000.0,11.8,USD,Hire
1962,938,2024-05-31,171900.0,14.1,USD,Promotion
1963,939,2023-04-04,80800.0,20.9,USD,Hire
1964,940,2017-12-01,117500.0,22.7,USD,Hire
1965,940,2019-06-21,123500.0,16.4,USD,Adjustment
1966,940,2022-04-07,126600.0,25.5,USD,Merit Increase
1967,940,2018-06-08,139400.0,25.1,USD,Promotion
1968,941,2016-07-03,155100.0,20.0,USD,Hire
1969,941,2024-01-09,168000.0,16.5,USD,Promotion
1970,942,2020-10-11,78900.0,23.7,USD,Hire
1971,942,2025-08-04,90600.0,18.7,USD,Promotion
1972,942,2021-11-23,101200.0,12.3,USD,Promotion
1973,943,2023-06-06,182200.0,8.9,USD,Hire
1974,943,2026-03-21,186400.0,12.3,USD,Adjustment
1975,944,2021-04-28,74500.0,18.0,USD,Hire
1976,944,2024-10-14,79600.0,22.6,USD,Merit Increase
1977,944,2026-01-30,82600.0,12.5,USD,Merit Increase
1978,945,2017-06-16,228200.0,16.2,USD,Hire
1979,945,2020-04-01,238800.0,14.3,USD,Merit Increase
1980,945,2023-05-23,251200.0,20.6,USD,Merit Increase
1981,946,2022-08-21,87300.0,23.1,USD,Hire
1982,946,2023-12-24,91900.0,15.3,USD,Merit Increase
1983,946,2023-08-02,94600.0,20.1,USD,Merit Increase
1984,946,2024-03-15,110100.0,17.9,USD,Promotion
1985,947,2020-08-15,174100.0,15.1,USD,Hire
1986,947,2024-06-11,193200.0,19.5,USD,Promotion
1987,948,2024-04-28,110300.0,6.9,USD,Hire
1988,948,2025-12-27,128000.0,25.8,USD,Promotion
1989,949,2019-04-14,131600.0,8.8,USD,Hire
1990,949,2026-04-24,134700.0,16.5,USD,Merit Increase
1991,949,2022-06-26,152100.0,5.3,USD,Promotion
1992,950,2017-08-23,129000.0,23.2,USD,Hire
1993,951,2022-11-17,159800.0,19.8,USD,Hire
1994,952,2019-05-07,292000.0,14.6,USD,Hire
1995,952,2022-07-23,305600.0,11.6,USD,Adjustment
1996,953,2025-12-09,146700.0,16.4,USD,Hire
1997,953,2026-06-07,171300.0,15.3,USD,Promotion
1998,954,2021-08-13,205900.0,13.2,USD,Hire
1999,954,2023-12-17,216300.0,7.6,USD,Merit Increase
2000,955,2023-12-30,152200.0,6.1,USD,Hire
2001,956,2018-05-16,164000.0,15.5,USD,Hire
2002,956,2023-05-11,182900.0,17.9,USD,Promotion
2003,956,2023-04-20,189000.0,29.9,USD,Promotion
2004,957,2026-02-13,54300.0,8.6,USD,Hire
2005,958,2019-09-05,189300.0,12.7,USD,Hire
2006,958,2020-08-19,201900.0,22.9,USD,Merit Increase
2007,958,2022-11-19,208000.0,20.5,USD,Merit Increase
2008,959,2017-08-14,285600.0,20.9,USD,Hire
2009,959,2020-12-13,297600.0,25.4,USD,Adjustment
2010,960,2022-03-30,152900.0,6.2,USD,Hire
2011,960,2023-02-20,159100.0,17.2,USD,Adjustment
2012,961,2017-01-03,235600.0,8.7,USD,Hire
2013,962,2025-02-14,72000.0,18.0,USD,Hire
2014,963,2019-07-03,69900.0,19.5,USD,Hire
2015,963,2022-03-04,72000.0,23.3,USD,Merit Increase
2016,964,2022-08-16,48000.0,19.3,USD,Hire
2017,964,2025-01-03,50400.0,13.0,USD,Merit Increase
2018,964,2024-03-01,53000.0,23.7,USD,Merit Increase
2019,964,2024-05-16,60500.0,23.6,USD,Promotion
2020,965,2025-07-05,279900.0,14.1,USD,Hire
2021,965,2026-02-04,287900.0,22.8,USD,Merit Increase
2022,966,2023-09-06,101700.0,11.6,USD,Hire
2023,967,2022-07-01,151400.0,15.8,USD,Hire
2024,968,2021-02-21,316400.0,20.6,USD,Hire
2025,968,2022-07-09,332200.0,25.3,USD,Merit Increase
2026,968,2023-09-27,342800.0,7.7,USD,Adjustment
2027,969,2021-03-03,217300.0,10.2,USD,Hire
2028,969,2023-02-12,230500.0,20.3,USD,Merit Increase
2029,969,2023-01-07,242600.0,13.2,USD,Adjustment
2030,970,2023-08-15,117000.0,6.1,USD,Hire
2031,970,2026-03-14,124000.0,25.2,USD,Merit Increase
2032,970,2025-05-02,127600.0,21.3,USD,Merit Increase
2033,970,2025-05-24,136500.0,20.6,USD,Merit Increase
2034,971,2017-08-26,174400.0,13.5,USD,Hire
2035,972,2020-03-03,322000.0,10.2,USD,Hire
2036,973,2017-12-23,149300.0,5.6,USD,Hire
2037,973,2024-01-08,162000.0,9.9,USD,Promotion
2038,974,2016-09-21,99900.0,20.0,USD,Hire
2039,974,2024-04-09,115500.0,7.6,USD,Promotion
2040,975,2022-12-16,64800.0,5.3,USD,Hire
2041,975,2024-12-08,73500.0,12.7,USD,Promotion
2042,976,2026-03-31,46100.0,13.2,USD,Hire
2043,977,2025-12-17,213700.0,13.1,USD,Hire
2044,977,2026-06-15,224700.0,25.5,USD,Merit Increase
2045,977,2026-06-15,251500.0,10.2,USD,Promotion
2046,977,2026-06-16,262000.0,20.7,USD,Merit Increase
2047,978,2021-12-07,129000.0,15.4,USD,Hire
2048,978,2024-05-19,135700.0,28.2,USD,Merit Increase
2049,978,2025-07-23,149800.0,24.6,USD,Promotion
2050,979,2021-12-08,98500.0,17.8,USD,Hire
2051,979,2025-03-04,101800.0,7.5,USD,Merit Increase
2052,979,2024-12-09,115500.0,29.3,USD,Promotion
2053,979,2023-09-07,115500.0,26.7,USD,Promotion
2054,980,2021-07-26,189900.0,23.9,USD,Hire
2055,981,2023-06-18,158200.0,19.7,USD,Hire
2056,982,2023-06-28,221100.0,14.1,USD,Hire
2057,982,2025-05-26,229100.0,29.0,USD,Adjustment
2058,982,2025-10-23,251400.0,7.5,USD,Promotion
2059,983,2020-12-21,68500.0,14.3,USD,Hire
2060,983,2021-09-01,70500.0,16.9,USD,Merit Increase
2061,984,2017-10-13,153000.0,5.3,USD,Hire
2062,984,2021-09-12,177800.0,25.0,USD,Promotion
2063,984,2019-02-20,189000.0,29.4,USD,Promotion
2064,985,2021-09-14,153700.0,21.0,USD,Hire
2065,986,2021-03-31,160800.0,5.0,USD,Hire
2066,986,2023-02-18,180200.0,24.4,USD,Promotion
2067,986,2022-11-20,189000.0,6.8,USD,Adjustment
2068,987,2020-03-22,111900.0,23.4,USD,Hire
2069,987,2025-03-18,127500.0,14.0,USD,Promotion
2070,987,2025-02-13,132900.0,20.9,USD,Merit Increase
2071,988,2020-10-12,68600.0,22.2,USD,Hire
2072,988,2021-10-13,70700.0,14.2,USD,Merit Increase
2073,989,2019-04-17,85000.0,24.3,USD,Hire
2074,990,2018-05-29,164600.0,9.1,USD,Hire
2075,990,2020-04-08,175800.0,5.5,USD,Merit Increase
2076,990,2022-03-03,182600.0,22.4,USD,Merit Increase
2077,991,2017-03-28,196900.0,16.9,USD,Hire
2078,992,2022-09-22,243600.0,21.9,USD,Hire
2079,992,2023-08-03,282900.0,25.2,USD,Promotion
2080,993,2016-11-26,347500.0,5.6,USD,Hire
2081,994,2018-03-08,154600.0,14.4,USD,Hire
2082,994,2022-12-10,164800.0,8.2,USD,Merit Increase
2083,994,2019-01-22,172600.0,17.9,USD,Merit Increase
2084,995,2023-04-03,279900.0,9.0,USD,Hire
2085,995,2026-02-07,309700.0,13.4,USD,Promotion
2086,995,2025-05-20,349100.0,7.5,USD,Promotion
2087,996,2023-08-06,131200.0,17.9,USD,Hire
2088,997,2022-01-07,223000.0,16.3,USD,Hire
2089,997,2026-01-01,237000.0,26.7,USD,Adjustment
2090,997,2025-10-08,244700.0,19.6,USD,Merit Increase
2091,998,2022-05-14,243100.0,5.7,USD,Hire
2092,998,2025-11-18,262500.0,29.7,USD,Promotion
2093,998,2025-09-21,262500.0,11.4,USD,Merit Increase
2094,999,2021-09-14,203900.0,17.6,USD,Hire
2095,999,2022-05-02,213300.0,16.0,USD,Merit Increase
2096,999,2023-01-06,231000.0,23.6,USD,Promotion
2097,999,2023-07-23,245900.0,27.5,USD,Merit Increase
2098,1000,2024-08-25,136800.0,6.6,USD,Hire
2099,1001,2026-02-26,138200.0,21.5,USD,Hire
2100,1002,2017-08-26,48800.0,21.3,USD,Hire
2101,1002,2025-02-08,50300.0,20.9,USD,Adjustment
2102,1003,2020-03-18,157300.0,17.0,USD,Hire
2103,1003,2022-03-17,173400.0,20.8,USD,Promotion
2104,1003,2024-02-19,189000.0,11.8,USD,Promotion
2105,1004,2023-11-21,166000.0,23.0,USD,Hire
2106,1004,2024-05-30,193100.0,7.4,USD,Promotion
2107,1005,2025-01-12,185400.0,9.3,USD,Hire
2108,1005,2026-01-24,193500.0,24.7,USD,Adjustment
2109,1005,2025-10-28,199500.0,28.1,USD,Merit Increase
2110,1005,2026-02-02,199500.0,17.3,USD,Merit Increase
2111,1006,2024-05-05,175900.0,14.9,USD,Hire
2112,1006,2025-10-23,186300.0,28.3,USD,Merit Increase
2113,1007,2017-09-15,132400.0,10.8,USD,Hire
2114,1007,2026-01-25,139700.0,7.7,USD,Merit Increase
2115,1008,2022-01-25,165100.0,10.9,USD,Hire
2116,1008,2025-06-24,173000.0,9.3,USD,Adjustment
2117,1009,2019-08-21,129000.0,23.8,USD,Hire
2118,1009,2026-02-13,147600.0,13.9,USD,Promotion
2119,1009,2026-04-01,152700.0,28.8,USD,Merit Increase
2120,1009,2020-12-20,162500.0,21.1,USD,Merit Increase
2121,1010,2024-09-06,149400.0,14.8,USD,Hire
2122,1010,2025-06-04,152700.0,16.6,USD,Merit Increase
2123,1011,2016-07-08,129500.0,12.5,USD,Hire
2124,1012,2025-08-12,120600.0,21.2,USD,Hire
2125,1012,2026-04-20,128100.0,18.9,USD,Merit Increase
2126,1013,2019-11-09,78200.0,7.3,USD,Hire
2127,1013,2020-09-15,82500.0,25.5,USD,Merit Increase
2128,1014,2020-08-31,231700.0,5.4,USD,Hire
2129,1014,2023-07-03,241800.0,24.3,USD,Merit Increase
2130,1014,2021-10-25,253400.0,15.1,USD,Adjustment
2131,1015,2018-03-01,144600.0,22.5,USD,Hire
2132,1016,2017-10-23,97700.0,18.9,USD,Hire
2133,1016,2019-04-13,99700.0,7.0,USD,Merit Increase
2134,1017,2018-02-28,164600.0,15.2,USD,Hire
2135,1017,2021-03-16,189000.0,13.3,USD,Promotion
2136,1018,2022-01-06,70700.0,15.8,USD,Hire
2137,1018,2022-11-11,77800.0,27.8,USD,Promotion
2138,1019,2018-02-13,322700.0,5.6,USD,Hire
2139,1019,2019-08-11,343700.0,8.6,USD,Merit Increase
2140,1020,2024-06-26,155100.0,20.3,USD,Hire
2141,1020,2025-06-15,159000.0,8.9,USD,Merit Increase
2142,1021,2022-12-29,142500.0,23.5,USD,Hire
2143,1022,2020-09-02,186100.0,15.3,USD,Hire
2144,1023,2020-03-15,301100.0,7.9,USD,Hire
2145,1023,2021-12-09,328400.0,6.6,USD,Promotion
2146,1023,2025-07-17,347500.0,22.9,USD,Adjustment
2147,1024,2017-02-03,79300.0,8.6,USD,Hire
2148,1024,2019-02-26,86800.0,13.5,USD,Promotion
2149,1025,2026-03-03,130100.0,23.6,USD,Hire
2150,1026,2022-06-09,104500.0,6.2,USD,Hire
2151,1026,2024-04-09,114100.0,16.6,USD,Promotion
2152,1027,2021-11-07,153600.0,5.1,USD,Hire
2153,1028,2018-01-17,150500.0,6.8,USD,Hire
2154,1028,2020-12-05,158300.0,13.9,USD,Adjustment
2155,1028,2022-11-27,167800.0,17.0,USD,Adjustment
