review_id,employee_id,review_year,rating,score,goals_met_pct,manager_recommendation,review_date
1405,709,2025,Meets,3.6,96.9,Retain,2025-11-24
1406,710,2023,Below,2.4,99.6,PIP,2023-12-11
1407,710,2024,Below,2.1,81.6,PIP,2024-12-25
1408,710,2025,Exceeds,4.1,65.1,Retain,2025-11-09
1409,711,2025,Meets,3.2,67.5,Retain,2025-12-06
1410,712,2025,Meets,3.1,50.1,Retain,2025-12-05
1411,713,2024,Exceeds,4.7,83.0,Retain,2024-12-14
1412,713,2025,Exceeds,4.7,61.0,Retain,2025-11-09
1413,715,2025,Meets,3.7,41.5,Retain,2025-11-13
1414,717,2023,Meets,3.2,45.5,Retain,2023-12-02
1415,717,2024,Exceeds,4.2,53.0,Retain,2024-11-27
1416,717,2025,Meets,3.5,87.8,Retain,2025-11-21
1417,718,2023,Below,2.4,82.5,Retain,2023-11-20
1418,718,2024,Meets,3.0,40.4,Retain,2024-11-05
1419,718,2025,Meets,3.4,54.3,Retain,2025-12-09
1420,719,2023,Meets,3.2,47.1,Retain,2023-11-23
1421,719,2024,Below,2.4,45.3,PIP,2024-11-13
1422,719,2025,Exceeds,4.3,89.0,Retain,2025-11-14
1423,720,2023,Meets,3.1,50.5,Retain,2023-12-08
1424,720,2024,Meets,3.7,65.6,Retain,2024-12-17
1425,720,2025,Meets,3.8,43.5,Retain,2025-11-21
1426,721,2024,Exceeds,4.0,58.1,Retain,2024-12-11
1427,721,2025,Meets,3.5,97.8,Retain,2025-12-13
1428,722,2023,Meets,3.0,66.2,Retain,2023-12-16
1429,722,2024,Meets,3.6,50.0,Retain,2024-11-02
1430,722,2025,Exceeds,4.6,75.3,Retain,2025-11-09
1431,723,2023,PIP,1.6,83.4,PIP,2023-11-14
1432,723,2024,Meets,2.8,68.7,Retain,2024-11-23
1433,723,2025,Meets,3.0,78.5,Retain,2025-12-07
1434,724,2023,Meets,3.0,55.0,Retain,2023-12-14
1435,724,2024,Meets,3.3,60.2,Retain,2024-12-28
1436,725,2023,Exceeds,4.2,97.5,Promote,2023-12-03
1437,725,2024,Meets,3.6,92.5,Retain,2024-12-18
1438,725,2025,Meets,2.9,91.0,Retain,2025-11-28
1439,727,2023,Meets,3.2,77.5,Retain,2023-12-11
1440,727,2024,Meets,3.0,41.7,Retain,2024-12-04
1441,727,2025,Meets,3.2,43.8,Retain,2025-12-18
1442,729,2023,Meets,3.6,94.4,Retain,2023-12-09
1443,729,2024,Exceeds,4.8,54.8,Retain,2024-12-11
1444,729,2025,Meets,3.2,86.0,Retain,2025-11-20
1445,730,2023,Meets,3.3,41.8,Retain,2023-11-07
1446,732,2023,Meets,3.1,60.7,Retain,2023-11-14
1447,732,2024,Meets,3.8,87.9,Retain,2024-12-03
1448,732,2025,Below,2.1,40.3,Retain,2025-11-13
1449,736,2023,Below,2.3,42.7,Retain,2023-12-08
1450,736,2024,Meets,3.2,86.3,Retain,2024-12-22
1451,736,2025,Exceeds,4.4,69.5,Promote,2025-12-16
1452,737,2025,Exceeds,4.8,41.4,Promote,2025-11-04
1453,740,2023,Below,2.1,89.8,PIP,2023-11-16
1454,740,2024,Meets,2.9,52.3,Retain,2024-11-06
1455,740,2025,Meets,3.6,97.9,Retain,2025-12-12
1456,741,2023,Meets,3.6,78.9,Retain,2023-12-21
1457,741,2024,Meets,3.6,89.0,Retain,2024-11-25
1458,741,2025,Meets,3.9,42.0,Retain,2025-12-05
1459,742,2023,Meets,3.7,52.7,Retain,2023-12-05
1460,742,2024,Meets,2.9,61.6,Retain,2024-11-09
1461,742,2025,Exceeds,4.3,85.9,Promote,2025-12-03
1462,743,2023,Meets,2.9,75.3,Retain,2023-11-13
1463,743,2024,Exceeds,4.7,95.2,Retain,2024-12-19
1464,743,2025,Meets,3.0,53.2,Retain,2025-11-09
1465,744,2023,Meets,3.3,67.9,Retain,2023-11-20
1466,744,2024,Meets,3.6,43.4,Retain,2024-11-28
1467,744,2025,Exceeds,4.6,79.5,Promote,2025-11-19
1468,745,2024,Meets,3.1,96.2,Retain,2024-12-16
1469,745,2025,Below,2.5,90.2,Retain,2025-11-14
1470,747,2023,Exceeds,4.4,75.8,Promote,2023-12-10
1471,747,2024,Meets,3.8,93.5,Retain,2024-12-28
1472,747,2025,Below,2.4,85.4,Retain,2025-11-26
1473,748,2023,Meets,3.6,43.4,Retain,2023-12-22
1474,748,2024,Meets,3.5,75.0,Retain,2024-11-07
1475,748,2025,Meets,3.3,94.0,Retain,2025-11-13
1476,749,2023,Meets,3.3,77.2,Retain,2023-11-05
1477,749,2024,Meets,3.5,85.8,Retain,2024-11-11
1478,749,2025,Meets,3.8,81.1,Retain,2025-12-10
1479,750,2023,Meets,3.5,70.8,Retain,2023-12-25
1480,750,2024,Meets,3.3,72.8,Retain,2024-12-14
1481,750,2025,Meets,3.8,66.2,Retain,2025-11-26
1482,751,2023,Exceeds,4.3,42.1,Promote,2023-11-14
1483,751,2024,Meets,3.7,49.6,Retain,2024-12-06
1484,751,2025,Meets,3.5,88.3,Retain,2025-12-02
1485,752,2025,Meets,3.8,81.3,Retain,2025-11-07
1486,753,2024,Meets,3.2,81.3,Retain,2024-11-27
1487,753,2025,Meets,3.6,66.1,Retain,2025-12-11
1488,754,2025,Meets,3.9,71.0,Retain,2025-12-06
1489,755,2023,Exceeds,4.7,56.0,Promote,2023-12-08
1490,755,2024,Exceeds,4.6,51.6,Retain,2024-12-01
1491,755,2025,Meets,3.7,84.2,Retain,2025-12-01
1492,757,2023,Exceeds,4.4,59.8,Promote,2023-12-27
1493,757,2024,Meets,2.8,84.7,Retain,2024-12-04
1494,757,2025,Below,1.8,42.9,Retain,2025-11-28
1495,758,2023,Meets,2.9,99.9,Retain,2023-11-22
1496,758,2024,Meets,3.7,41.5,Retain,2024-11-03
1497,758,2025,Below,2.0,59.9,Retain,2025-11-01
1498,761,2023,Meets,3.6,52.7,Retain,2023-12-19
1499,761,2024,Meets,3.8,52.9,Retain,2024-11-21
1500,761,2025,Meets,2.8,43.8,Retain,2025-12-06
1501,763,2023,Meets,3.6,67.8,Retain,2023-11-12
1502,763,2024,Meets,3.4,59.8,Retain,2024-11-19
1503,763,2025,Meets,3.0,41.8,Retain,2025-11-16
1504,764,2023,PIP,1.4,75.1,Exit,2023-11-08
1505,764,2024,Meets,3.3,43.3,Retain,2024-12-22
1506,764,2025,Meets,3.7,52.8,Retain,2025-12-04
1507,765,2023,Exceeds,4.5,79.0,Promote,2023-12-06
1508,765,2024,Below,2.2,48.1,Retain,2024-11-04
1509,765,2025,Meets,3.3,49.6,Retain,2025-12-09
1510,766,2025,Meets,3.1,95.4,Retain,2025-12-13
1511,768,2024,Meets,3.8,86.9,Retain,2024-12-07
1512,772,2023,Meets,3.5,65.6,Retain,2023-11-28
1513,772,2024,Meets,3.6,56.3,Retain,2024-12-01
1514,772,2025,Meets,3.0,51.6,Retain,2025-12-18
1515,773,2023,Meets,3.3,72.7,Retain,2023-11-15
1516,773,2024,Meets,2.9,69.7,Retain,2024-12-12
1517,773,2025,Meets,3.4,48.7,Retain,2025-12-19
1518,774,2023,Exceeds,4.5,71.8,Retain,2023-11-13
1519,774,2024,Meets,3.0,67.5,Retain,2024-12-05
1520,774,2025,Meets,3.3,86.7,Retain,2025-11-04
1521,775,2025,Meets,3.9,98.0,Retain,2025-11-23
1522,776,2023,PIP,1.4,90.3,Exit,2023-11-26
1523,776,2024,Exceeds,4.9,55.0,Retain,2024-12-02
1524,776,2025,Meets,3.8,89.4,Retain,2025-11-19
1525,778,2023,Meets,3.6,56.6,Retain,2023-12-10
1526,778,2024,Exceeds,4.8,53.2,Retain,2024-12-25
1527,778,2025,Meets,3.6,48.2,Retain,2025-11-06
1528,779,2023,Meets,3.2,44.9,Retain,2023-11-13
1529,779,2024,Exceeds,4.2,73.8,Promote,2024-11-11
1530,779,2025,Meets,3.1,87.7,Retain,2025-12-18
1531,783,2023,Meets,3.3,81.9,Retain,2023-11-22
1532,783,2024,Meets,3.2,44.1,Retain,2024-12-16
1533,783,2025,Meets,3.5,91.6,Retain,2025-12-09
1534,785,2023,Meets,3.4,55.8,Retain,2023-12-14
1535,785,2024,Meets,3.9,68.8,Retain,2024-11-12
1536,785,2025,Meets,3.2,97.3,Retain,2025-12-20
1537,786,2023,Exceeds,4.8,93.2,Retain,2023-11-15
1538,786,2024,Meets,3.0,45.4,Retain,2024-11-14
1539,786,2025,PIP,1.4,60.4,Exit,2025-12-02
1540,787,2023,Exceeds,4.7,83.5,Promote,2023-11-18
1541,787,2024,Exceeds,4.4,91.8,Promote,2024-12-08
1542,787,2025,Exceeds,4.9,92.5,Retain,2025-11-10
1543,788,2025,Meets,2.9,87.8,Retain,2025-11-20
1544,790,2023,Meets,2.9,49.1,Retain,2023-12-12
1545,790,2024,Meets,2.9,53.8,Retain,2024-11-20
1546,790,2025,Below,2.6,45.2,PIP,2025-11-19
1547,791,2025,Meets,3.6,75.9,Retain,2025-11-28
1548,792,2023,Meets,2.8,66.9,Retain,2023-12-27
1549,792,2024,Meets,3.9,43.7,Retain,2024-12-08
1550,792,2025,Below,2.1,57.9,Retain,2025-12-01
1551,793,2023,Meets,3.6,71.0,Retain,2023-12-16
1552,793,2024,Meets,3.1,57.8,Retain,2024-12-23
1553,793,2025,PIP,1.6,68.2,Exit,2025-11-13
1554,796,2023,Meets,3.2,84.3,Retain,2023-12-28
1555,796,2024,Meets,3.1,52.6,Retain,2024-11-21
1556,796,2025,Meets,3.2,84.9,Retain,2025-11-14
1557,797,2023,Meets,3.3,46.1,Retain,2023-12-17
1558,797,2024,Meets,2.9,95.9,Retain,2024-11-14
1559,797,2025,Meets,3.7,52.5,Retain,2025-12-02
1560,798,2024,PIP,1.1,75.7,PIP,2024-12-08
1561,798,2025,Meets,3.0,89.4,Retain,2025-12-02
1562,799,2023,PIP,1.4,97.5,Exit,2023-12-11
1563,799,2024,PIP,1.6,80.4,Exit,2024-12-22
1564,799,2025,Below,1.8,78.4,PIP,2025-12-26
1565,800,2023,Meets,3.2,89.9,Retain,2023-11-12
1566,800,2024,Exceeds,4.3,79.2,Promote,2024-11-02
1567,800,2025,Exceeds,4.0,72.7,Promote,2025-11-18
1568,801,2024,Meets,3.1,77.5,Retain,2024-11-16
1569,801,2025,Meets,3.0,52.4,Retain,2025-11-03
1570,802,2023,Meets,3.0,84.5,Retain,2023-11-12
1571,802,2024,Meets,3.2,69.0,Retain,2024-12-24
1572,802,2025,Exceeds,4.9,92.5,Promote,2025-12-24
1573,803,2025,Exceeds,4.1,56.4,Promote,2025-11-23
1574,806,2023,Meets,2.9,97.5,Retain,2023-12-06
1575,806,2024,Meets,2.8,86.7,Retain,2024-12-04
1576,806,2025,Exceeds,4.0,98.0,Retain,2025-11-16
1577,807,2023,Meets,3.7,80.4,Retain,2023-12-18
1578,807,2024,Exceeds,4.6,62.7,Promote,2024-12-15
1579,807,2025,Meets,2.8,85.3,Retain,2025-11-24
1580,808,2023,Meets,3.6,64.6,Retain,2023-12-21
1581,808,2024,Meets,3.0,89.3,Retain,2024-12-12
1582,808,2025,Meets,3.8,70.6,Retain,2025-12-19
1583,809,2023,Meets,3.6,54.3,Retain,2023-12-13
1584,809,2024,Meets,3.1,56.6,Retain,2024-12-16
1585,810,2023,PIP,1.3,53.1,PIP,2023-11-14
1586,810,2024,Meets,3.1,78.8,Retain,2024-12-08
1587,810,2025,Meets,3.9,75.9,Retain,2025-12-14
1588,811,2024,Meets,3.7,59.1,Retain,2024-12-28
1589,811,2025,Exceeds,4.9,59.0,Promote,2025-12-12
1590,812,2023,Below,2.1,99.2,PIP,2023-11-27
1591,812,2024,Meets,3.3,92.4,Retain,2024-12-19
1592,812,2025,Meets,3.0,43.8,Retain,2025-12-10
1593,813,2023,Exceeds,4.4,85.9,Retain,2023-12-16
1594,813,2024,Meets,3.9,41.4,Retain,2024-12-19
1595,813,2025,Meets,3.4,55.9,Retain,2025-11-09
1596,814,2023,Meets,3.8,54.9,Retain,2023-11-14
1597,814,2024,PIP,1.5,89.4,Exit,2024-12-06
1598,814,2025,Meets,3.4,81.7,Retain,2025-12-03
1599,816,2023,Meets,3.3,72.2,Retain,2023-12-22
1600,816,2024,Meets,3.7,95.0,Retain,2024-12-17
1601,816,2025,Exceeds,4.5,72.6,Promote,2025-11-06
1602,817,2023,Exceeds,4.5,75.2,Promote,2023-12-05
1603,817,2024,Exceeds,4.6,52.3,Retain,2024-12-13
1604,818,2023,Meets,3.8,86.3,Retain,2023-12-20
1605,818,2024,PIP,1.4,80.1,Exit,2024-11-12
1606,818,2025,Meets,3.9,46.2,Retain,2025-11-17
1607,819,2023,Exceeds,4.2,74.2,Promote,2023-12-17
1608,819,2024,PIP,1.3,89.3,Exit,2024-12-03
1609,819,2025,Meets,3.1,64.1,Retain,2025-11-16
1610,820,2023,Exceeds,4.2,92.0,Promote,2023-11-09
1611,820,2024,Below,2.3,68.2,PIP,2024-12-04
1612,820,2025,Exceeds,4.9,47.0,Promote,2025-12-03
1613,821,2024,Meets,2.8,96.2,Retain,2024-11-13
1614,821,2025,Meets,3.6,89.8,Retain,2025-12-06
1615,822,2023,Meets,3.7,75.4,Retain,2023-11-18
1616,822,2024,Exceeds,4.4,72.7,Promote,2024-11-03
1617,822,2025,Meets,3.5,87.8,Retain,2025-11-14
1618,823,2025,Meets,3.2,75.9,Retain,2025-12-28
1619,824,2023,Meets,3.0,68.7,Retain,2023-12-15
1620,824,2024,Meets,3.2,61.4,Retain,2024-12-10
1621,824,2025,Meets,3.6,40.1,Retain,2025-11-04
1622,825,2023,Meets,3.2,80.9,Retain,2023-11-18
1623,825,2024,Meets,3.8,41.7,Retain,2024-12-18
1624,825,2025,Exceeds,4.4,51.8,Retain,2025-12-03
1625,827,2023,Exceeds,4.5,79.1,Promote,2023-11-28
1626,827,2024,Meets,3.3,85.3,Retain,2024-12-22
1627,827,2025,Meets,2.8,95.8,Retain,2025-12-01
1628,828,2023,Meets,2.8,45.7,Retain,2023-12-28
1629,828,2024,Below,1.8,87.2,PIP,2024-11-22
1630,828,2025,Meets,3.6,78.4,Retain,2025-11-01
1631,830,2023,Meets,3.4,90.6,Retain,2023-11-05
1632,830,2024,Meets,2.8,51.4,Retain,2024-12-27
1633,830,2025,Meets,2.9,42.1,Retain,2025-12-11
1634,831,2023,Exceeds,4.5,95.1,Retain,2023-11-17
1635,831,2024,Meets,3.0,50.8,Retain,2024-12-01
1636,831,2025,Meets,2.8,65.1,Retain,2025-11-07
1637,832,2023,Exceeds,4.6,46.8,Promote,2023-11-08
1638,832,2024,Meets,2.9,81.7,Retain,2024-11-19
1639,832,2025,Meets,3.3,75.7,Retain,2025-12-10
1640,833,2023,Meets,3.3,96.7,Retain,2023-11-25
1641,834,2023,Below,2.1,55.3,PIP,2023-11-07
1642,834,2024,PIP,1.6,42.2,Exit,2024-11-25
1643,834,2025,Exceeds,4.4,57.5,Retain,2025-11-17
1644,835,2023,Meets,3.8,88.0,Retain,2023-12-01
1645,835,2024,Meets,3.7,40.9,Retain,2024-11-22
1646,835,2025,PIP,1.2,70.7,Exit,2025-12-09
1647,836,2024,Exceeds,4.8,44.2,Promote,2024-12-17
1648,836,2025,Exceeds,4.7,91.7,Retain,2025-11-27
1649,837,2023,Meets,3.8,88.8,Retain,2023-11-17
1650,837,2024,Exceeds,4.2,79.8,Retain,2024-11-02
1651,837,2025,Exceeds,4.7,61.8,Retain,2025-11-12
1652,838,2023,Exceeds,4.4,69.6,Retain,2023-11-05
1653,838,2024,Meets,3.6,80.8,Retain,2024-12-10
1654,838,2025,Meets,3.2,86.7,Retain,2025-12-16
1655,840,2025,Meets,2.8,87.4,Retain,2025-12-18
1656,843,2023,Below,2.1,74.3,Retain,2023-12-15
1657,843,2024,Meets,3.9,55.7,Retain,2024-12-11
1658,845,2023,Meets,3.7,52.1,Retain,2023-12-28
1659,845,2024,Meets,3.6,71.0,Retain,2024-12-28
1660,845,2025,Exceeds,4.2,96.1,Retain,2025-12-03
1661,847,2023,Meets,2.8,56.8,Retain,2023-12-18
1662,847,2024,Meets,3.1,41.0,Retain,2024-12-02
1663,847,2025,Meets,3.6,78.9,Retain,2025-11-17
1664,848,2023,Meets,3.2,95.1,Retain,2023-11-07
1665,848,2024,Meets,3.2,56.8,Retain,2024-11-27
1666,848,2025,Exceeds,4.7,76.1,Promote,2025-12-13
1667,850,2023,Meets,3.0,78.9,Retain,2023-11-12
1668,850,2024,Meets,3.0,81.1,Retain,2024-11-04
1669,850,2025,Meets,3.8,76.3,Retain,2025-11-21
1670,851,2025,Exceeds,4.5,47.4,Retain,2025-11-03
1671,853,2023,Meets,3.0,50.9,Retain,2023-11-14
1672,853,2024,Below,2.6,95.1,PIP,2024-11-17
1673,853,2025,Meets,3.3,52.0,Retain,2025-11-21
1674,855,2023,Exceeds,4.6,60.8,Promote,2023-12-02
1675,855,2024,Meets,3.6,71.6,Retain,2024-11-11
1676,856,2024,Below,2.6,85.8,PIP,2024-11-09
1677,856,2025,PIP,1.1,94.1,PIP,2025-12-01
1678,857,2023,Meets,2.9,50.3,Retain,2023-11-22
1679,857,2024,Meets,3.7,58.5,Retain,2024-12-01
1680,857,2025,Meets,3.8,74.3,Retain,2025-11-15
1681,859,2023,Meets,3.9,91.5,Retain,2023-12-22
1682,859,2024,Exceeds,4.8,74.6,Retain,2024-12-22
1683,859,2025,Below,1.9,71.2,Retain,2025-11-09
1684,860,2023,Meets,2.8,54.5,Retain,2023-11-08
1685,860,2024,Meets,3.3,41.8,Retain,2024-12-01
1686,860,2025,Meets,3.0,89.5,Retain,2025-12-06
1687,861,2024,Exceeds,4.1,43.2,Promote,2024-12-18
1688,861,2025,Meets,3.0,42.2,Retain,2025-12-11
1689,863,2024,Meets,3.8,90.9,Retain,2024-11-07
1690,863,2025,Meets,2.9,49.6,Retain,2025-12-02
1691,865,2023,Meets,3.3,59.9,Retain,2023-11-06
1692,865,2024,Below,2.1,96.8,Retain,2024-12-08
1693,865,2025,PIP,1.6,44.0,PIP,2025-11-13
1694,866,2023,PIP,1.0,58.6,PIP,2023-11-27
1695,866,2024,Meets,3.8,42.3,Retain,2024-11-28
1696,866,2025,Meets,3.2,94.6,Retain,2025-11-08
1697,867,2023,Meets,3.2,62.4,Retain,2023-12-16
1698,867,2024,Meets,3.2,63.6,Retain,2024-11-16
1699,867,2025,Meets,2.9,54.5,Retain,2025-12-02
1700,868,2023,Below,2.3,77.4,Retain,2023-11-20
1701,868,2024,Meets,3.1,86.6,Retain,2024-12-18
1702,868,2025,Below,2.3,95.5,PIP,2025-11-01
1703,869,2023,Meets,3.7,78.0,Retain,2023-11-16
1704,869,2024,Exceeds,4.6,96.9,Promote,2024-11-07
1705,869,2025,Meets,3.1,57.9,Retain,2025-12-20
1706,871,2023,Meets,2.9,53.3,Retain,2023-12-04
1707,871,2024,Meets,3.7,88.3,Retain,2024-11-25
1708,871,2025,Meets,3.7,49.4,Retain,2025-12-05
1709,872,2023,PIP,1.4,96.2,PIP,2023-12-01
1710,872,2024,Meets,3.4,76.5,Retain,2024-12-22
1711,872,2025,Below,2.4,66.7,Retain,2025-12-21
1712,873,2023,Meets,2.9,99.1,Retain,2023-12-08
1713,873,2024,Exceeds,4.4,66.8,Promote,2024-11-24
1714,873,2025,Meets,3.7,83.7,Retain,2025-11-19
1715,874,2023,Meets,3.5,64.4,Retain,2023-12-07
1716,874,2024,Meets,3.4,53.7,Retain,2024-11-16
1717,874,2025,Below,2.5,91.3,PIP,2025-11-15
1718,875,2023,Meets,3.2,88.2,Retain,2023-11-03
1719,875,2024,Meets,3.1,69.0,Retain,2024-12-02
1720,875,2025,Below,2.3,58.9,PIP,2025-11-17
1721,877,2023,Meets,3.8,56.0,Retain,2023-12-09
1722,877,2024,Meets,3.1,40.2,Retain,2024-12-08
1723,877,2025,Meets,3.0,97.6,Retain,2025-11-08
1724,879,2025,Meets,3.4,41.2,Retain,2025-11-08
1725,880,2025,Below,2.4,96.7,PIP,2025-12-22
1726,881,2023,Meets,3.3,86.2,Retain,2023-11-13
1727,881,2024,Below,2.0,92.3,PIP,2024-11-17
1728,881,2025,PIP,1.5,47.7,PIP,2025-12-15
1729,882,2023,Meets,2.9,53.4,Retain,2023-12-13
1730,882,2024,Meets,3.7,53.8,Retain,2024-11-22
1731,882,2025,Meets,3.6,91.3,Retain,2025-11-15
1732,883,2023,Meets,3.5,68.1,Retain,2023-12-17
1733,883,2024,Meets,3.2,82.6,Retain,2024-11-05
1734,886,2024,PIP,1.6,46.6,Exit,2024-11-02
1735,887,2023,Exceeds,4.7,56.0,Promote,2023-12-26
1736,887,2024,Meets,3.2,60.4,Retain,2024-11-22
1737,887,2025,Below,2.6,92.0,Retain,2025-12-23
1738,888,2023,Meets,3.7,59.2,Retain,2023-12-24
1739,888,2024,Meets,3.2,61.4,Retain,2024-11-22
1740,888,2025,Meets,3.0,94.1,Retain,2025-12-06
1741,890,2023,Meets,3.0,59.9,Retain,2023-12-27
1742,890,2024,Meets,3.6,58.1,Retain,2024-11-16
1743,891,2023,PIP,1.4,86.7,Exit,2023-11-05
1744,892,2023,Below,2.4,65.7,PIP,2023-12-14
1745,892,2024,Meets,3.0,73.1,Retain,2024-12-19
1746,892,2025,Meets,2.9,62.1,Retain,2025-12-10
1747,894,2023,Meets,3.8,55.9,Retain,2023-12-28
1748,894,2024,Below,2.1,67.2,PIP,2024-12-01
1749,894,2025,Meets,2.8,86.6,Retain,2025-12-07
1750,895,2025,Exceeds,4.4,65.0,Promote,2025-11-26
1751,896,2025,Meets,3.1,67.9,Retain,2025-11-23
1752,897,2023,Below,2.1,75.3,PIP,2023-12-15
1753,897,2024,PIP,1.0,71.5,PIP,2024-11-22
1754,897,2025,PIP,1.3,54.7,Exit,2025-11-18
1755,898,2025,Exceeds,4.8,71.9,Promote,2025-11-02
1756,901,2023,Below,2.6,63.9,Retain,2023-11-06
1757,901,2024,Meets,2.9,96.3,Retain,2024-11-26
1758,901,2025,Meets,3.2,90.4,Retain,2025-11-14
1759,902,2023,Meets,3.5,84.0,Retain,2023-12-12
1760,902,2024,Meets,3.8,75.3,Retain,2024-12-03
1761,902,2025,Meets,3.0,98.1,Retain,2025-12-20
1762,903,2023,Meets,3.7,75.9,Retain,2023-11-26
1763,903,2024,Below,2.6,49.8,PIP,2024-11-05
1764,903,2025,Meets,3.2,85.3,Retain,2025-12-24
1765,905,2023,Below,1.9,41.0,PIP,2023-11-27
1766,905,2024,Meets,3.4,45.2,Retain,2024-12-02
1767,905,2025,Meets,3.7,77.3,Retain,2025-11-01
1768,906,2023,Exceeds,4.7,49.0,Retain,2023-11-13
1769,906,2024,PIP,1.7,84.8,PIP,2024-11-15
1770,906,2025,Meets,3.1,45.7,Retain,2025-11-10
1771,907,2025,Exceeds,4.6,56.1,Retain,2025-11-22
1772,908,2023,Meets,3.6,67.3,Retain,2023-11-10
1773,908,2024,Below,2.6,52.0,PIP,2024-11-16
1774,908,2025,Meets,3.4,80.6,Retain,2025-12-24
1775,910,2025,Meets,3.8,55.4,Retain,2025-11-21
1776,911,2023,Below,2.5,48.6,Retain,2023-12-24
1777,911,2024,Meets,2.8,41.5,Retain,2024-11-19
1778,911,2025,Below,1.9,97.4,Retain,2025-12-26
1779,913,2023,Exceeds,4.3,86.0,Retain,2023-11-08
1780,913,2024,Below,2.1,80.5,PIP,2024-11-15
1781,913,2025,Meets,3.5,45.9,Retain,2025-12-23
1782,914,2024,Meets,3.3,76.6,Retain,2024-12-22
1783,914,2025,Below,2.3,71.0,PIP,2025-12-22
1784,915,2023,Meets,3.4,40.3,Retain,2023-12-02
1785,915,2024,PIP,1.1,59.4,Exit,2024-12-16
1786,915,2025,Meets,3.3,69.9,Retain,2025-11-12
1787,916,2023,Meets,3.5,91.0,Retain,2023-12-15
1788,916,2024,Meets,3.2,48.0,Retain,2024-12-13
1789,916,2025,Meets,3.1,98.6,Retain,2025-11-01
1790,917,2025,Exceeds,4.5,48.3,Retain,2025-11-15
1791,918,2024,Meets,3.6,64.7,Retain,2024-12-03
1792,918,2025,Exceeds,4.8,54.4,Promote,2025-11-19
1793,919,2023,Below,1.9,96.1,PIP,2023-12-05
1794,919,2024,Exceeds,4.2,78.6,Retain,2024-12-05
1795,919,2025,Meets,3.1,94.4,Retain,2025-11-23
1796,921,2025,Exceeds,4.2,87.4,Promote,2025-12-21
1797,922,2023,Meets,3.2,61.8,Retain,2023-12-24
1798,922,2024,Exceeds,4.3,47.0,Promote,2024-11-04
1799,922,2025,Below,1.9,52.1,PIP,2025-12-23
1800,923,2023,Meets,2.8,83.8,Retain,2023-12-06
1801,923,2024,Exceeds,4.4,40.2,Promote,2024-11-10
1802,923,2025,PIP,1.5,64.1,PIP,2025-12-23
1803,924,2023,Below,2.2,52.5,PIP,2023-11-06
1804,924,2024,Meets,3.2,58.4,Retain,2024-11-24
1805,926,2023,Meets,3.3,84.2,Retain,2023-11-28
1806,926,2024,Meets,3.1,59.7,Retain,2024-12-22
1807,926,2025,Meets,3.3,79.9,Retain,2025-11-07
1808,928,2023,Meets,2.9,58.7,Retain,2023-11-07
1809,928,2024,Below,1.8,96.1,Retain,2024-12-19
1810,928,2025,Below,2.4,96.1,PIP,2025-12-06
1811,929,2024,Meets,3.4,45.7,Retain,2024-12-01
1812,929,2025,Exceeds,4.2,54.4,Promote,2025-11-14
1813,930,2023,Meets,3.8,88.3,Retain,2023-12-14
1814,930,2024,Meets,3.2,91.0,Retain,2024-12-05
1815,930,2025,Exceeds,4.1,74.9,Promote,2025-11-17
1816,931,2025,Below,2.2,50.6,Retain,2025-11-04
1817,932,2024,Meets,3.7,54.3,Retain,2024-12-27
1818,932,2025,Exceeds,4.6,44.8,Promote,2025-12-16
1819,934,2025,Meets,3.2,47.5,Retain,2025-11-21
1820,935,2025,Meets,3.1,96.3,Retain,2025-12-26
1821,937,2023,Meets,3.9,55.7,Retain,2023-12-20
1822,937,2024,Meets,3.1,83.0,Retain,2024-11-12
1823,937,2025,Meets,3.2,53.8,Retain,2025-11-18
1824,938,2023,Meets,3.2,90.5,Retain,2023-11-05
1825,938,2024,Meets,3.8,54.2,Retain,2024-11-02
1826,938,2025,Meets,3.4,91.4,Retain,2025-12-27
1827,939,2024,Meets,3.8,65.8,Retain,2024-11-11
1828,939,2025,Meets,3.6,78.4,Retain,2025-12-26
1829,940,2023,Below,2.3,74.9,PIP,2023-11-28
1830,941,2023,Meets,2.8,78.4,Retain,2023-12-26
1831,941,2024,Exceeds,4.6,95.4,Promote,2024-11-27
1832,941,2025,Meets,3.2,77.3,Retain,2025-12-04
1833,942,2023,Meets,3.3,70.1,Retain,2023-12-14
1834,942,2024,Below,2.6,80.1,PIP,2024-12-05
1835,942,2025,Exceeds,4.0,92.0,Promote,2025-12-01
1836,943,2024,Below,2.2,73.0,PIP,2024-11-25
1837,943,2025,PIP,1.5,44.9,PIP,2025-12-05
1838,944,2023,Meets,3.6,44.2,Retain,2023-11-28
1839,944,2024,Exceeds,5.0,81.6,Retain,2024-11-17
1840,944,2025,Meets,2.9,96.5,Retain,2025-11-19
1841,945,2023,Meets,3.9,76.0,Retain,2023-11-08
1842,945,2024,Meets,3.0,51.8,Retain,2024-11-19
1843,945,2025,Meets,3.1,60.7,Retain,2025-12-22
1844,946,2023,Meets,3.0,72.7,Retain,2023-11-14
1845,946,2024,Below,2.0,88.8,PIP,2024-11-14
1846,947,2023,Exceeds,4.8,58.3,Retain,2023-12-06
1847,947,2024,Meets,2.9,50.2,Retain,2024-11-20
1848,947,2025,Meets,3.6,54.3,Retain,2025-11-25
1849,948,2025,Exceeds,5.0,92.3,Retain,2025-12-03
1850,949,2023,Below,2.5,69.2,Retain,2023-11-22
